name,addressLine,city,neighboorhoud,postcode,latitude,longitude
S N NAOMH EOIN,KILLENARD CO. LAOIS,LAOIS,LAOIS,R32F782,53.1310021,-7.1480309
S N NAOMH EOIN,STATION ROAD BALLINCOLLIG CO. CORK,CORK,CORK,P31XW21,51.8863392,-8.5905336
S N NAOMH EOIN B,FINGLAS WEST DUBLIN 11,DUBLIN,DUBLIN 11,D11E925,53.3876137,-6.3067932
S N NAOMH FEARGAL BOYS SENIOR,CROSS CLAREMORRIS CO. MAYO,MAYO,MAYO,F12RD90,53.5402543,-9.2152857
S N NAOMH FEICHIN,FARNHAM STREET CAVAN,CAVAN,CAVAN,H12YN73,53.9909606,-7.3636147
SN NAOMH FEIDHLIM BOYS SNR SCH,KILLESHIN ROAD GRAIGUECULLEN CO. CARLOW,CARLOW,CARLOW,R93KT68,52.8376294,-6.9455998
S N NAOMH FHIACH,DILLONSTOWN DUNLEER CO. LOUTH,LOUTH,LOUTH,A92CX60,53.862882,-6.3475904
S N NAOMH FHIONAIN,CLARAN HEADFORD CO NA GAILLIMHE,GALWAY,GALWAY,H91Y443,53.4599754,-9.1644402
S N NAOMH FHURSA,GLENTIES PARK RIVERMOUNT FINGLAS SOUTH DUBLIN 11,DUBLIN,DUBLIN 11,D11WN70,53.3806108,-6.3121104
S N NAOMH FINNIN,LISMACAFFREY MULLINGAR CO. WESTMEATH,WESTMEATH,WESTMEATH,N91CF40,53.7133449,-7.4592628
S N NAOMH GOBNAIT,NYMPHSFIELD CONG CO. MAYO,GALWAY,GALWAY,F31XV80,53.5430463,-9.2806256
S N NAOMH IOSEF,CONVENT ROAD KINVARA CO. GALWAY,GALWAY,GALWAY,H91X673,53.1393128,-8.9421853
S N NAOMH IOSEF,ARDKILL TEMPLEBOY CO. SLIGO,SLIGO,SLIGO,F91DH74,54.2445304,-8.8157827
S N NAOMH IOSEF,BALLYBROWN CLARINA CO. LIMERICK,LIMERICK,LIMERICK,V94C586,52.6726447,-8.615527
S N NAOMH IOSEF,HALVERSTOWN KILCULLEN CO. KILDARE,KILDARE,KILDARE,R56W950,53.2916206,-6.675573
S N NAOMH IOSEPH,DOMHNACH MOR CO CHORCAI,CORK,CORK,P32PW68,51.9920327,-8.7527039
S N NAOMH LACHTIN,LEVITSTOWN MAGANEY ATHY CO. KILDARE,KILDARE,KILDARE,R93KX24,52.9106349,-6.9132291
S N NAOMH LORCAIN,UPPER KILMACUD ROAD STILLORGAN CO. DUBLIN,DUBLIN,DUBLIN COUNTY,A94KD62,53.288529,-6.2071175
S N NAOMH LORCAN,OMEATH DUNDALK CO LOUTH,LOUTH,LOUTH,A91E265,54.0824012,-6.252256
S N NAOMH MAODHOG,DUNGEAGÁIN BAILE 'N SCEILG CO CHIARRAI,KERRY,KERRY,V23PN30,51.8330048,-10.2657215
S N NAOMH MHICHIL,GARTER'S LANE SAGGART CO. DUBLIN,DUBLIN,DUBLIN COUNTY,D24VW9P,53.3438842,-6.2723154
S N  NAOMH MHUIRE,KNOCKCONOR KEASH BALLYMOTE CO. SLIGO,SLIGO,SLIGO,F56NT66,54.0482343,-8.448225
S N NAOMH MHUIRE,BISHOPSCOURT BALLYGUNNER WATERFORD,WATERFORD,WATERFORD,X91HF65,52.2256589,-7.0659713
S N NAOMH MHUIRE,DRUMBOYLAN LEITRIM P.O. CARRICK-ON-SHANNON CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,N41X677,54.0105126,-8.09688
S N NAOMH MHUIRE,LECKAUN VIA SLIGO,LEITRIM,LEITRIM,F91N923,54.2753166,-8.2926418
S N NAOMH MHUIRE,BAILE NUA AN CHAISIL CO LONGPHORT,LONGFORD,LONGFORD,N39PC82,53.583111,-7.9402746
S N NAOMH MHUIRE,DRUMLEA CARRIGALLEN VIA CAVAN CO. LEITRIM,LEITRIM,LEITRIM,H12P596,54.0105126,-8.09688
S N NAOMH MOCHTA,NA CAOLOGA INBHEAR CO. DHÚN NA NGALL,DONEGAL,DONEGAL,F94RW28,54.6562889,-8.2770107
S N NAOMH  NAILLE,CARROWHILL DRUMFRIES CO. DONEGAL,DONEGAL,DONEGAL,F93YY19,54.6447299,-8.2004356
S N NAOMH PADRAIG,BARNACLEAGH ARKLOW CO. WICKLOW,WICKLOW,WICKLOW,Y14NW50,52.7950339,-6.2346292
S N NAOMH PADRAIG,BACONSTOWN ENFIELD CO. MEATH,MEATH,MEATH,A83F863,53.4442083,-6.8031809
S N NAOMH PADRAIG,SCRABBAGH KILMORE CARRICK-ON-SHANNON CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,N41N276,53.8709843,-8.0288231
S N NAOMH PADRAIG,AN CHLOC BREAC AN FHAIRCHE CO. NA GAILLIMHE,GALWAY,GALWAY,F12W142,53.5592471,-9.4422642
S N NAOMH PADRAIG,CURRABAGGAN WEST KNOCKMORE BALLINA CO. MAYO,MAYO,MAYO,F26VW24,54.0433706,-9.179671
S N NAOMH PADRAIG,KNOCKNASNAA ABBEYFEALE CO. LIMERICK,LIMERICK,LIMERICK,V94W263,52.6582752,-8.6110291
S N NAOMH PADRAIG,BALLYFARNON BOYLE CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,F52CX60,54.0680274,-8.1994952
S N NAOMH PADRAIG,ELPHIN STREET STROKESTOWN CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,F42DK16,53.7811358,-8.1043943
S N NAOMH PADRAIG,CREGMORE CLAREGALWAY CO. GALWAY,GALWAY,GALWAY,H91YD28,53.3387266,-8.8756291
S N NAOMH PADRAIG,RATH NA MBEACH CROSSMOLINA CO MAYO,MAYO,MAYO,F26Y588,54.1398059,-9.292331
S N NAOMH PADRAIG,COLLON ROAD SLANE CO. MEATH,MEATH,MEATH,C15NX78,53.7130717,-6.5378244
S N NAOMH PADRAIG,COCKHILL ROAD STAMULLEN CO. MEATH,MEATH,MEATH,K32KR96,53.6318307,-6.2642901
S N NAOMH PADRAIG,TEARMON SPENCER HARBOUR DRUMKEERIN,LEITRIM,LEITRIM,N41V344,54.1278809,-8.0919929
S N NAOMH PADRAIG,CILL CHAIS CLONMEL CO TIPPERARY,TIPPERARY,TIPPERARY,E91VX56,52.4038909,-7.5374164
S N NAOMH PADRAIG,UPPER CHAPEL STREET CASTLEBAR CO. MAYO,MAYO,MAYO,F23K389,53.8589361,-9.3012756
S N NAOMH PADRAIG,NEW ROAD MALLOW,CORK,CORK,P51TD30,52.1390424,-8.6412176
S N NAOMH PADRAIGH,BAILE HAOL CO KILKENNY,KILKENNY,KILKENNY,R95EK00,52.4649191,-7.199656
S N NAOMH PADRAIG MXD,SÁILE GOB A CHOIRE ACAILL CO. MHAIGH EO,MAYO,MAYO,F28Y229,53.9502096,-9.9431996
S N NAOMH PADRAIG SAILE,CIONN SAILE BEAG YOUGHAL CO CORK,WATERFORD,WATERFORD,P36F827,51.9671584,-7.8087062
S N NAOMH PARTHALAN,POULDINE THURLES CO. TIPPERARY,TIPPERARY,TIPPERARY,E41FY66,52.6324305,-7.7799671
S N NAOMH PEADAR,BOLTON STREET DROGHEDA CO. LOUTH,LOUTH,LOUTH,A92H425,53.7171622,-6.3553493
S N NAOMH PEADAR,CONVENT ROAD TULLAMORE CO. OFFALY,OFFALY,OFFALY,R35VK61,53.2776772,-7.4899838
S N NAOMH PHILOMENA,KILROE OWER HEADFORD CO. MAYO,MAYO,MAYO,H91F6D8,53.4832325,-9.176898
SN NAOMH PROINNSIAS,REDWOOD LORRHA NENAGH CO. TIPPERARY,TIPPERARY,TIPPERARY,E45XP58,53.127129,-8.1037527
S N NAOMH RUADHAIN,DRUMDOIT CASTLEFIN CO. DONEGAL,DONEGAL,DONEGAL,F93R529,54.7779012,-7.5712144
S N NAOMH SEOSAMH,ST. JOSEPH'S N.S. DUNSANY CO. MEATH,MEATH,MEATH,C15P304,53.5440453,-6.6174645
S N NAOMH SEOSAMH,BUN AN CHORRAIGH ACAILL CO. MHAIGH EO,MAYO,MAYO,F28K500,53.96905,-9.983179
S N NAOMH SEOSAMH,DURRUS BANTRY CO. CORK,CORK,CORK,P75C429,51.8843744,-8.4659932
S N NAOMH SHEAMUIS,KILMACTRANNY VIA BOYLE CO. SLIGO,SLIGO,SLIGO,F52YW01,54.0553581,-8.2462543
S N NAOMH SHEOSAIMH,SHRULE CO. MAYO,MAYO,MAYO,H91D7DA,53.5244865,-9.0913868
S N NAOMH SHEOSAMH,TOOMEVARA NENAGH CO TIPPERARY,TIPPERARY,TIPPERARY,E45VH70,52.8475199,-8.0330899
S N NAOMH SHEOSAMH,HAMPTON BALBRIGGAN CO. DUBLIN,DUBLIN,DUBLIN COUNTY,K32E925,53.6035536,-6.1740161
S N NAOMH TERESA,TOBAR PHEADAR GAILLIMH,GALWAY,GALWAY,H91TP89,53.1143164,-8.747222
S N NAOMH THOMAIS,KILLURE AHASCRAGH BALLINASLOE CO. GALWAY,GALWAY,GALWAY,H53DP11,53.361522,-8.309771
S N NAOMH TREASA,BELLEWSTOWN DROGHEDA CO MEATH,MEATH,MEATH,A92AX28,53.6432564,-6.3526683
S N NAOMH TREASA,CORRIGEENROE BOYLE CO ROSCOMMON,ROSCOMMON,ROSCOMMON,F52KD43,54.0287599,-8.2778337
S N NAOMH TREASA,CLONTUMPHER BALLINALEE CO. LONGFORD,LONGFORD,LONGFORD,N39EW95,53.7796063,-7.7107732
S N NAOMH TREASA,COOLARNE TURLOUGHMORE ATHENRY CO. GALWAY,GALWAY,GALWAY,H65PK03,53.3615612,-8.3097906
S N NAOMH UINSEANN,MAOIL A'CHÓIRNE RINN UA GCUANACH DÚN GARBHÁN CO. PHORTLÁIRGE,WATERFORD,WATERFORD,X35AK50,52.0490341,-7.5892314
S N NA RINNE,SALEEN MIDLETON CO. CORK,CORK,CORK,P25K286,51.8692617,-8.1625007
S N NA SCAIRTE LEITHE,SCREEN ENNISCORTHY CO. WEXFORD,WEXFORD,WEXFORD,Y21PC52,52.4115242,-6.4083484
S N NA SCRINE,RATHMORE CO. KERRY,KERRY,KERRY,P51ET85,52.0453708,-9.262138
S N NA SRONA,LISMULLEN GARLOW CROSS NAVAN CO. MEATH,MEATH,MEATH,C15NH68,53.6043896,-6.5988417
SN N BREANDAIN,KILLYBEGS CO. DONEGAL,DONEGAL,DONEGAL,F94FX76,54.6385179,-8.4405209
S N NEILL MOR,DUNLUAIN CO CILL MHANTAIN,WICKLOW,WICKLOW,W91YY22,53.0551181,-6.6987702
S N NICOLAIS NAOFA,ANNE STREET DUNDALK CO. LOUTH,LOUTH,LOUTH,A91N286,54.0013472,-6.4079105
S N N MAOLMHAODHAGH C,ANNE STREET DUNDALK CO. LOUTH,LOUTH,LOUTH,A91N286,54.0013472,-6.4079105
S N N MAOLMHAODHAGH N,BLACKWATER ENNISCORTHY CO. WEXFORD,WEXFORD,WEXFORD,Y21XA58,52.445667,-6.347643
S N NMH BRIGHDE,GARRYHILL MUINEBHEAG CO. CARLOW,CARLOW,CARLOW,R21V093,52.6774589,-6.8527283
S N NMH FHINGIN,STAPLESTOWN DONADEA NAAS CO KILDARE,KILDARE,KILDARE,W91X336,53.3298771,-6.7670068
S N NMH MHUIRE,HILLTOWN BALLYMITTY CO. WEXFORD,WEXFORD,WEXFORD,Y35YW81,52.3358542,-6.460359
S N NMH SHEOSAMH,SWINFORD ROAD KILKELLY CO. MAYO,MAYO,MAYO,F35P650,53.8740581,-8.8544369
SN NMH TREASA,YELLOW WALLS ROAD MALAHIDE CO DUBLIN,DUBLIN,DUBLIN COUNTY,K36PA66,53.4495057,-6.163405
SN N SAILBHEASTAR NFA,BALLINACLOUGH NENAGH CO. TIPPERARY,TIPPERARY,TIPPERARY,E45EY97,52.8173697,-8.1544244
S N ODHRAN NAOFA,BALLAGH KILROOSKEY CO ROSCOMMON,ROSCOMMON,ROSCOMMON,F42CF90,53.6844994,-8.0819144
S N O DUBHLAIN,STONETOWN DUNDALK CO. LOUTH,LOUTH,LOUTH,A91X923,53.9648063,-6.5975388
S N OILIBEAR BEANNAITHE,BALLYLONGFORD CO. KERRY,KERRY,KERRY,V31KD88,52.5451193,-9.4791514
S N OILIBHEAR NAOFA,KILLINA CARBURY CO. KILDARE,KILDARE,KILDARE,W91XC62,53.3061727,-6.9162157
S N OILIBHEAR PLUNGLEAD,AN CHÚIL MHÍN CLUAIN SAILEACH BAILE ÁTHA CLIATH 15,DUBLIN,DUBLIN 15,D15PX99,53.3873745,-6.3978016
SN OILIBHEIR,URHAN EYERIES CO. CORK,CORK,CORK,P75X652,51.6727055,-9.9997521
S N OLIBHEAR PLUINCEID,DUNCANNON NEW ROSS CO. WEXFORD,WEXFORD,WEXFORD,Y34CY63,52.2250378,-6.9316362
S N OLIBHEIR BEANNUITHE,MODEL SCHOOL ROAD BIRR CO. OFFALY,OFFALY,OFFALY,R42T271,53.1003753,-7.9143725
S N OSMANN,LOMBARD STREET GALWAY,GALWAY,GALWAY,H91K3C7,53.2722627,-9.0553831
S N PADRAIC NAOFA,ISLAND UPPER CRAANFORD CO. WEXFORD,WEXFORD,WEXFORD,Y25Y825,52.6793922,-6.3930666
S N PADRAIG,LISBODUFF COOTEHILL CO. CAVAN,CAVAN,CAVAN,H16X981,54.0726981,-7.2256977
S N PADRAIG,HARESTOWN MONASTERBOICE DROGHEDA CO. LOUTH,LOUTH,LOUTH,A92VH02,53.7755754,-6.3530008
S N PADRAIG,LISHEEN WILLIAMSTOWN CO. GALWAY,GALWAY,GALWAY,F45CH74,53.6272789,-8.6318015
S N PADRAIG NAOFA,BALLAGHLEA BALLYGAR CO. GALWAY,GALWAY,GALWAY,F42KC56,53.5119965,-8.386797
S N PADRAIG NAOFA,KILMACANNON BALLINFULL CO. SLIGO,SLIGO,SLIGO,F91CX85,54.3472025,-8.6207587
S N PADRAIG NAOFA,FOHENAGH AHASCRAGH BALLINASLOE CO. GALWAY,GALWAY,GALWAY,H53PN72,53.386235,-8.3870498
S N PADRAIG NAOFA,BALLYBETAGH ROAD KILTIERNAN CO. DUBLIN,DUBLIN,DUBLIN 18,D18H504,53.2223215,-6.2173292
S N PADRAIG NAOFA,ARDCATH GARRISTOWN CO. MEATH,MEATH,MEATH,A42WR12,53.6066619,-6.3904336
S N PADRAIG NAOFA,FARRANASTIG WHITECHURCH CO. CORK,CORK,CORK,T34AY74,51.9806631,-8.5313263
S N PADRAIG NAOFA,DÚNGAR (FRENCHPARK) AN CAISLEÁIN RIABHACH CO. ROS COMÁIN,ROSCOMMON,ROSCOMMON,F45FD34,53.8698182,-8.4097275
S N PADRAIG NAOFA,CLYDAGH HEADFORD CO. GALWAY,GALWAY,GALWAY,H91CK06,53.4421859,-9.1451386
S N PADRAIG NAOFA,ST. PATRICK'S B.N.S. COOTE'S LANE KILKENNY,KILKENNY,KILKENNY,R95DX80,52.6450686,-7.2537445
S N PADRAIG NAOFA,DILLON'S CROSS CORK,CORK,CORK,T23AX20,51.9075662,-8.4546846
S N PADRAIG NAOFA,CURTLESTOWN ENNISKERRY CO. WICKLOW,WICKLOW,WICKLOW,A98CC62,53.1862658,-6.2126259
S N PADRAIG NAOFA,GARDINER'S HILL CORK,CORK,CORK,T23VAD9,51.9083032,-8.4545283
S N PADRAIG NAOFA C,COURTNACUDDY ENNISCORTHY CO. WEXFORD,WEXFORD,WEXFORD,Y21RK00,52.4814077,-6.6932666
S N PADRAIG NFA,FANORE BALLYVAUGHAN CO. CLARE,CLARE,CLARE,H91P6F7,53.1169699,-9.2840013
S N PADRAIG NFA FANOIR,DROMARD CO SLIGO,SLIGO,SLIGO,F91YT97,54.2517496,-8.6794875
S N PAIRC ARD,MAGH GLAS BAILE LOCHA RIACH CO NA GAILLIMHE,GALWAY,GALWAY,H62FC62,53.3003565,-9.0706536
S N PAIRC NA SLINNE,BOYLE CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,F52H280,53.9740115,-8.2993376
S N PAROISTEACH,CRANFIELD PLACE SANDYMOUNT DUBLIN 4,DUBLIN,DUBLIN 4,D04FK11,53.3373327,-6.2211561
SN PAROISTE MAITIU NFA,BALLON CO. CARLOW,CARLOW,CARLOW,R93WE29,52.7384237,-6.7688751
S N PEADAR AGUS POL,ATH AN URCHAIR MOATE CO OFFALY,OFFALY,OFFALY,N37E335,53.3932837,-7.5827399
S N PEADAR AGUS POL,CHAPEL STREET BALBRIGGAN CO. DUBLIN,DUBLIN,DUBLIN COUNTY,K32PD27,53.6099636,-6.1884352
S N PEADAR AGUS POL N,EDMONSTOWN KILLUCAN CO. WESTMEATH,WESTMEATH,WESTMEATH,N91FX92,53.5345308,-7.4653217
S N PHADRAIG,CROSSABEG CO WEXFORD,WEXFORD,WEXFORD,Y35VY98,52.3886279,-6.5078485
S N PHADRAIG,BALLYBRYAN FAHY RHODE,OFFALY,OFFALY,R35X670,53.3560905,-7.1496785
S N PHADRAIG,THE COURSE TULLOW CO. CARLOW,CARLOW,CARLOW,R93C594,52.8032772,-6.7327033
S N PHADRAIG NAOFA,KYLEPARK BORRISOKANE CO. TIPPERARY,TIPPERARY,TIPPERARY,E45K681,53.0110101,-8.1890224
S N PHADRAIG NAOFA,DRUMCONRATH NAVAN CO. MEATH,MEATH,MEATH,C15TX05,53.853037,-6.6593469
S N PHEADAIR AGUS PHOIL,LYSTER STREET ATHLONE CO. WESTMEATH,WESTMEATH,WESTMEATH,N37E973,53.4205069,-7.9423854
S N PHOIL NAOFA,KILBEGGAN ROAD CLARA CO. OFFALY,OFFALY,OFFALY,R35TP08,53.3416297,-7.6090079
S N POL A TSOMAIS,CHURCH ROAD CASTLEREA CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,F45FK09,53.7651327,-8.4837294
S N POL NAOFA,RAE NA NDOIRÍ MAIGH CHROMTHA CO. CHORCAÍ,CORK,CORK,P12D738,51.9009461,-9.1610643
S N RAE NA NDOIRI,RAHEEN ENNISCORTHY CO WEXFORD,WEXFORD,WEXFORD,Y21E129,52.3916523,-6.7958223
S N RAITHIN,CLONAKILTY CO CORK,CORK,CORK,P85E542,51.994206,-8.7285446
S N RATH A BHARRAIGH,MALLOW CO. CORK,CORK,CORK,P51DP79,51.9054491,-8.4812524
S N RATHAIN,RATHNURE ENNISCORTHY CO. WEXFORD,WEXFORD,WEXFORD,Y21V228,52.498765,-6.7669405
S N RATH AN IUBHAIR,ATHLEAGUE ROAD RAHARA CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,F42XR20,53.7592604,-8.2681621
S N RATH ARADH,RATHBEGGAN DUNSHAUGHLIN CO. MEATH,MEATH,MEATH,A85AE84,53.4765273,-6.5034678
S N RATH BEAGAIN,RATHKEEVIN CLONMEL CO. TIPPERARY,TIPPERARY,TIPPERARY,E91TX38,52.3731966,-7.7837257
S N RATH CORR,RATHDUFF GRENAGH CO. CORK,CORK,CORK,T23X029,52.013761,-8.5945138
S N RATH DUBH,THURLES CO TIPPERARY,TIPPERARY,TIPPERARY,E41YV10,52.7143658,-7.7615344
S N RATH EILTE,RATHMORE NAAS,KILDARE,KILDARE,W91VK46,53.2061501,-6.5698168
S N RATH MOR,RATHREGAN BATTERSTOWN DUNBOYNE CO. MEATH,MEATH,MEATH,A86T665,53.6464565,-6.862578
S N RATH RIAGAIN,MULRANNY CO MAYO,MAYO,MAYO,F28F3F6,53.9056064,-9.7889693
S N REALT NA MARA,ROSSES POINT SLIGO,SLIGO,SLIGO,F91TR29,54.3079937,-8.5609414
S N RÉALT NA MARA,DONACARNEY MORNINGTON CO. MEATH,MEATH,MEATH,A92WC52,53.7082302,-6.2762115
S N REALT NA MARA (B),DONACARNEY CO. MEATH,MEATH,MEATH,A92T382,53.7082302,-6.2762115
S N RE NA SCRINE,CASTLESAMPSON BEALNAMULLA ATHLONE CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,N37XP77,53.412708,-8.0970735
S N RONAIN,CILL RONÁIN INIS MÓR CO. NA GAILLIMHE,GALWAY,GALWAY,H91ED89,53.1230087,-9.6681201
S N RONAIN,CLOONLOO VIA BOYLE CO. SLIGO,SLIGO,SLIGO,F52E288,53.9715585,-8.4122544
S N RONAIN NAOFA,ROSCOMROE ROSCREA CO. TIPPERARY,OFFALY,OFFALY,E53TY38,53.020259,-7.7575834
S N ROS COM RUA,ROSS DUMHACH BÉAL AN ÁTHA CO. MHAIGH EO,MAYO,MAYO,F26KN50,54.2842767,-9.7944824
S N ROS DUMHACH,INDREABHÁN CO. NA GAILLIMHE,GALWAY,GALWAY,H91PW35,54.2853252,-9.796802
SN SAILEARNA,TIGH BANAN CASTLEBELLINGHAM CO LOUTH,LOUTH,LOUTH,A91KD91,53.8665136,-6.4408154
S N SAN NIOCLAS,NICHOLAS ST DUNDALK CO LOUTH,LOUTH,LOUTH,A91CR24,54.0100592,-6.3996964
S N SAN NIOCLAS,WINDGAP CO KILKENNY,KILKENNY,KILKENNY,R95XA36,52.4616678,-7.3959403
S N SAN TREASA,NORTH WILLIAM STREET DUBLIN 1,DUBLIN,DUBLIN 1,D01XT04,53.2948598,-6.2100345
S N SAN VINSEANN CAILIN,SKEHEENARINKY BURNCOURT CO. TIPPERARY,TIPPERARY,TIPPERARY,E21YP73,52.3069323,-8.1490531
S N SCEICHIN A RINCE,KILSHANROE ENFIELD CO. MEATH,KILDARE,KILDARE,A83PC95,53.3831861,-6.8895202
S N SCOIL TREASA,MAIN STREET DUNSHAUGHLIN CO. MEATH,MEATH,MEATH,A85R262,53.5090163,-6.540441
S N SEACHNAILL NAOFA,ROBINSTOWN GLENMORE CO. KILKENNY,KILKENNY,KILKENNY,Y34C527,52.3523262,-7.0337856
S N SEAMUS NAOFA,BEARNA CO. NA GAILLIMHE,GALWAY,GALWAY,H91X2X8,53.2521573,-9.1467771
S N SEAMUS NAOFA,MAIN STREET SHANBALLYMORE CO. CORK,CORK,CORK,P51VW63,52.2184088,-8.4765267
S N SEAN BAILE MOR,SESSIAGHONEILL BALLYBOFEY CO. DONEGAL,DONEGAL,DONEGAL,F93AE24,55.1641699,-7.9189865
S N SEISEADH UI NEILL,BLUEBALL TULLAMORE CO. OFFALY,OFFALY,OFFALY,R35FN20,53.2216918,-7.5806179
S N SEOSAMH,COBH CO. CORK,CORK,CORK,P24P270,51.8546559,-8.2924935
S N SEOSAMH COBH,MARINO PARK AVENUE FAIRVIEW DUBLIN 3,DUBLIN,DUBLIN 3,D03H524,53.3498053,-6.2603097
S N SEOSAMH NA MBRATHAR,CARRABANE ATHENRY CO. GALWAY,GALWAY,GALWAY,H65YK19,53.2297873,-8.6384744
S N SEOSAMH NAOFA,DUNDERRY NAVAN CO. MEATH,MEATH,MEATH,C15HH63,53.607713,-6.7740484
S N SEOSAMH NAOMTHA,BREE ENNISCORTY CO WEXFORD,WEXFORD,WEXFORD,Y21TW82,52.4342335,-6.6086613
S N SEOSAMH NFA,BARNACOGUE SWINFORD CO. MAYO,MAYO,MAYO,F12VF88,53.9182695,-8.8670968
S N SHEAMAIS,CORGRIGG FOYNES CO. LIMERICK,LIMERICK,LIMERICK,V94NX50,52.6087343,-9.105179
S N SHEANAIN,ROSBERCON NEW ROSS,WEXFORD,WEXFORD,Y34V129,52.336916,-6.4633381
S N SHEAN BHOTH,BALLINAGAR TULLAMORE CO. OFFALY,OFFALY,OFFALY,R35RW26,53.2356871,-7.7122229
S N SLIABH A MHADRA,ROUGH PARK LETTERKENNY CO. DONEGAL,DONEGAL,DONEGAL,F92FF84,54.9789182,-7.6764602
S N TALAMH NA COILLE,TALAMH NA MANACH CARLINGFORD CO LOUTH,LOUTH,LOUTH,A91PW81,53.8233992,-6.4066853
S N TALAMH NA MANACH,TUNNYDUFF BAILIEBOROUGH CO. CAVAN,CAVAN,CAVAN,A82V903,53.9594548,-7.0591317
S N TAMHNACH DHUIBH,TAVNEENA CHARLESTOWN CO. MAYO,MAYO,MAYO,F12R232,53.9178867,-8.7766133
S N TAMHNIGHAN FHEADHA,AN CLOCHAN LEIFEARR CO DHUN NA NGALL,DONEGAL,DONEGAL,F93K028,54.8374628,-7.9307288
S N TAODHBHOG,CLAR CLOINNE MHUIRIS CO MAYO,MAYO,MAYO,F12H2V5,53.7011661,-9.0790206
S N TEACH CAOIN,SN TEAGHLAIGH NAOFA KILLEEN LOUISBURGH  CO MAYO,MAYO,MAYO,F28X2D6,53.7166489,-9.8739501
S N TEAGHLAIGH NAOFA,TEMPLEDERRY NENAGH CO. TIPPERARY,TIPPERARY,TIPPERARY,E45C853,52.7736931,-8.0785873
S N TEAMPALL DOIRE,TENURE DUNLEER CO. LOUTH,LOUTH,LOUTH,A92PD26,53.7912094,-6.4180949
S N TIGHEARNAIN NAOFA,TÍR AN FHIA LEITIR MÓIR,CO. NA GAILLIMHE,GALWAY,GALWAY,53.274001,-9.0512662
S N TIR AN FHIAIDH,DONADEA NAAS CO. KILDARE,KILDARE,KILDARE,W91HX78,53.3708558,-6.7338775
S N TIR MOCHAIN,TÍR NA CILLE AN MAM CO. NA GAILLIMHE,GALWAY,GALWAY,H91W635,53.5107491,-9.5656416
S N TIR NA CILLE,JOHNSWELL CO KILKENNY,KILKENNY,KILKENNY,R95YY10,52.7023766,-7.1701797
S N TOBAIR EOIN BAISDE,TOIN RÉ GAOITH,ACAILL,CATHAIR NA MART CO MHAIGH EO,MAYO,53.9619505,-10.015335
S N TOIN NA GAOITHE,CAPPAMORE CO LIMERICK,LIMERICK,LIMERICK,V94E670,52.5940138,-8.3750606
S N TOINN AN TAIRBH,CASTLETOWN KILFLYNN CO. KERRY,KERRY,KERRY,V92X735,52.3537463,-9.6272661
S N TREASA NAOFA MXD,TYNOCK KILTEGAN CO. WICKLOW,CARLOW,CARLOW,W91TFN5,52.8918319,-6.6187199
S N TREASA NAOMHA,BALLYELLIS GOREY CO WEXFORD,WEXFORD,WEXFORD,Y25P620,52.6975261,-6.4587359
S N TRIANTA,TUAIRÍNÍ MAIGH CUILINN CO. NA GAILLIMHE,GALWAY,GALWAY,H91YR64,53.3070015,-9.1530514
SN TUAIRINI,TULLYALLEN CO. LOUTH,LOUTH,LOUTH,A92AE81,53.7368614,-6.42399
S N TULACH ALUINN,TULLAROAN CO. KILKENNY,KILKENNY,KILKENNY,R95YA46,52.5776957,-7.218002
S N TULACH RUAIN,TULACH UÍ CHADHAIN MAIGH CUILINN CO. NA GAILLIMHE,GALWAY,GALWAY,H91WD98,53.3564509,-8.8534113
SN TULLACH UI CHADHAIN,KIELDUFF TRALEE KERRY V92 AE73,KERRY,KERRY,V92AE73,52.1544607,-9.5668632
S N UAIMH BHREANAINN,CÉIDE GHEARRBHAILE BÉAL ÁTHA NA SLUA CO. NA GAILLIMHE,GALWAY,GALWAY,H53W183,53.3276791,-8.2406406
SN UI CHEITHEARNAIGH,LOCHÁN NA MBAN CLÁR CHLAINNE MHUIRIS CO MAIGH EO,MAYO,MAYO,F12WF60,53.7480987,-8.9376695
S N UILEOG DE BURCA,BAILE GHIB AN UAIMH CO. NA MÍ,MEATH,MEATH,C15PD95,53.7085822,-6.7494219
S N ULTAIN NAOFA,STRANDHILL ROAD SLIGO,SLIGO,SLIGO,F91WD27,54.2705631,-8.4920311
S N URSULA NAOFA,CORK ROAD CARRIGALINE CO. CORK,CORK,CORK,P43C838,51.8185492,-8.3912865
SONAS SPECIAL PRIMARY JUNIOR SCHOOL,SOOEY BOYLE CO. ROSCOMMON,SLIGO,SLIGO,F52C862,54.1553277,-8.6064532
SOOEY N S,GOLF LINKS ROAD YOUGHAL CO. CORK,CORK,CORK,P36HN47,54.1657351,-8.3931678
SOUTH ABBEY NS,BALLYGARRON SPA TRALEE CO. KERRY,KERRY,KERRY,V92CY93,52.1544607,-9.5668632
